Id,SalePrice
1461,127395.68031651554
1462,154119.76080723223
1463,192999.61351607254
1464,198868.84553413055
1465,196097.11402839437
1466,171841.74012727366
1467,176787.70829169714
1468,164587.1213353324
1469,174878.63539372818
1470,125672.77818326124
1471,198261.0470099104
1472,92879.0522682404
1473,98104.4964827764
1474,153193.0243185491
1475,125087.96387149622
1476,414465.4261690561
1477,255915.3764297595
1478,289126.9434155164
1479,263478.89080354234
1480,480725.10633395804
1481,295815.13428617135
1482,208069.9558487482
1483,168617.88844570649
1484,173548.93473814346
1485,166823.8313544659
1486,191575.1190467078
1487,378294.052019022
1488,216790.05795414216
1489,209387.48704673292
1490,214047.3518523239
1491,191605.10362124647
1492,91357.45784683962
1493,172219.54966336768
1494,288920.3774976082
1495,260746.72201028315
1496,235916.90987148933
1497,188493.0379097781
1498,159271.83504424847
1499,162894.8661628202
1500,153246.41989440002
1501,173419.66246891388
1502,154133.3819648166
1503,302784.27769516077
1504,241060.09538990472
1505,220251.88949444448
1506,181429.27513557224
1507,246176.1421809311
1508,197923.25308669303
1509,163942.60221682192
1510,151948.07132886146
1511,142357.25120573866
1512,155869.88400202908
1513,163225.54959119667
1514,157759.88665481575
1515,197637.22205711834
1516,145449.75659624534
1517,153665.3025687301
1518,123080.96004060957
1519,214265.55129276702
1520,135628.79674386242
1521,133185.62672158913
1522,180288.88033870966
1523,111539.47429053657
1524,128407.040852976
1525,126652.96547547223
1526,128130.79081625637
1527,114735.16858447787
1528,126420.46958443183
1529,154152.85515432848
1530,181611.6087406738
1531,100814.0331462854
1532,89831.23395452621
1533,141449.24595189563
1534,117198.17161766766
1535,152939.17866062673
1536,112119.58424091781
1537,83620.89829832126
1538,183855.45637692287
1539,226883.90754513012
1540,90495.6537030867
1541,137511.93962388608
1542,144370.9513703562
1543,217542.54149043892
1544,88295.76883610833
1545,105728.20981193766
1546,134267.1528220807
1547,133874.00600982743
1548,132168.31682770263
1549,126271.55997644723
1550,151910.74496321456
1551,108872.29582915714
1552,132779.18566551694
1553,169881.96433551496
1554,104051.36378590608
1555,167713.1492527585
1556,70364.17388907733
1557,98942.78216028509
1558,93260.83340299973
1559,95157.03280680526
1560,140610.96184512007
1561,129539.0632004837
1562,130224.54249060692
1563,117241.15029897538
1564,157840.4836304324
1565,152202.1308245308
1566,235505.19152022392
1567,72198.36773551551
1568,226141.31298880366
1569,145453.5753759943
1570,133921.2905470987
1571,110839.99767174695
1572,130041.98970030191
1573,235637.55074511617
1574,119043.2950926386
1575,183692.48983488133
1576,229315.17587400007
1577,212677.1884119753
1578,141485.3374181883
1579,138560.4525837184
1580,188025.4465515791
1581,154483.1912095969
1582,133264.98972671304
1583,348098.84191499173
1584,225109.42243954717
1585,138946.68489894926
1586,63813.91354876878
1587,106019.5898340443
1588,152459.09386698148
1589,91101.76738118523
1590,134941.56151387063
1591,103961.23655106444
1592,104673.65802400823
1593,131074.68333762797
1594,129075.96987844656
1595,112119.96083141059
1596,241149.2674245267
1597,169445.2238723763
1598,203982.32022737403
1599,204219.7405058237
1600,183731.4445441082
1601,70951.59441339177
1602,115111.30851435433
1603,104833.19094042972
1604,268224.9472296593
1605,238054.92210313468
1606,176391.1806940165
1607,166310.4054497212
1608,205171.27285278199
1609,206736.07244965824
1610,157390.23472956938
1611,134004.11032509166
1612,160138.80808381195
1613,159771.34851751433
1614,114576.56968955196
1615,91900.01093693516
1616,72063.2290081929
1617,96972.0846073889
1618,125311.71483953415
1619,144806.15484013737
1620,158523.3080937263
1621,138243.87538867112
1622,142374.80597419696
1623,294072.51981870516
1624,219617.7668777026
1625,119392.15307488682
1626,168905.14848993323
1627,182261.15238365633
1628,272716.2690179937
1629,177892.70381086497
1630,368402.6443654582
1631,210979.1073421235
1632,233591.7938759405
1633,167316.4372947267
1634,188522.40612995642
1635,184203.85036544187
1636,165994.2614528714
1637,185275.94649568963
1638,210303.2860210974
1639,174053.20179601424
1640,248147.52762487013
1641,178376.4421103302
1642,228242.8532161552
1643,208826.6997928986
1644,227886.46727810026
1645,175205.21486120904
1646,156242.59209127264
1647,155824.60668922824
1648,137919.56248478082
1649,136033.20736728027
1650,118139.02337116843
1651,126314.68011445217
1652,91234.52981841407
1653,95135.16437138658
1654,149508.87022412612
1655,147961.66962239984
1656,149043.95416160775
1657,153135.0395461357
1658,146237.29521408392
1659,134690.17879292934
1660,153358.09321398402
1661,460513.16165737173
1662,431203.8140150817
1663,400369.3345519753
1664,413110.93947485066
1665,311247.06442348566
1666,364052.9991337395
1667,417084.6953695964
1668,352845.5627115569
1669,290085.49318188324
1670,341474.94902221614
1671,259675.5097614037
1672,474614.0394161997
1673,306866.5625090884
1674,230168.84555230342
1675,184982.66774502356
1676,178101.29406645545
1677,214537.2842355446
1678,396986.7719648504
1679,430955.62381392776
1680,346091.4440483144
1681,279277.1200394436
1682,282676.89312751975
1683,168541.66790529178
1684,169520.46254644575
1685,175350.5432666574
1686,166331.80776433088
1687,163869.674229547
1688,184239.56085819696
1689,197126.14953344912
1690,189759.74678128771
1691,174132.7860346445
1692,254024.44546781047
1693,165586.456528512
1694,181648.31878342456
1695,165869.5367343235
1696,241794.73448826434
1697,173366.10904012792
1698,405757.4304977226
1699,369928.47996621835
1700,258620.15738128035
1701,263897.4112092734
1702,276587.2795387211
1703,249851.61805732778
1704,313037.7421411055
1705,232074.4537721902
1706,424093.5118535624
1707,227560.02105110526
1708,214535.5288482153
1709,285532.59614039527
1710,232024.66817871557
1711,255973.5948093262
1712,280875.6933283488
1713,247979.99732645153
1714,218654.79700503006
1715,209690.98411796184
1716,197320.32204328472
1717,168619.1384259041
1718,140814.3086424076
1719,199789.29602725073
1720,236263.72544733467
1721,161603.64288484683
1722,137002.3921127384
1723,154944.5609668531
1724,223205.18726415752
1725,243397.04803988384
1726,195061.94783892095
1727,166565.0515158481
1728,179024.78949979227
1729,164100.3447233484
1730,169495.13187548437
1731,120248.93486316552
1732,125871.4543240219
1733,110310.85903335281
1734,129131.67004284162
1735,130218.25794108964
1736,116942.09360585228
1737,356951.8870072722
1738,229261.2928477446
1739,291015.940392294
1740,227820.41713460925
1741,200925.06150095296
1742,178653.17271913352
1743,164696.63778033748
1744,321363.34814852924
1745,199170.49129302363
1746,229738.5240064848
1747,217846.62962972728
1748,234100.80757632386
1749,150486.6625521646
1750,132316.8243147457
1751,237722.08392682028
1752,118805.5459912527
1753,134618.0035690707
1754,205524.53089760998
1755,178482.5318735283
1756,133700.9121994692
1757,118823.3879810525
1758,148355.80008075232
1759,164543.30081435165
1760,157345.4176266276
1761,146626.88022997492
1762,186113.0493721131
1763,175659.05503066038
1764,118522.31120423584
1765,158869.25204754662
1766,169650.23019608483
1767,230676.55135195528
1768,146744.0191198069
1769,175180.89367869808
1770,149425.78057838106
1771,129982.30668078113
1772,131051.51136831584
1773,141778.3996943863
1774,121289.95405851313
1775,146218.46004815237
1776,128365.06540585659
1777,115940.01008406987
1778,146936.83416642537
1779,110477.9426479138
1780,170853.01376274033
1781,129844.21518983833
1782,85400.06186653582
1783,136543.571553662
1784,116117.5443886993
1785,126055.19470400563
1786,130711.27311610435
1787,168387.7426078295
1788,49634.37035235892
1789,110706.69200494146
1790,81017.6805104545
1791,170187.8583017621
1792,155045.70196478916
1793,125571.34849434948
1794,145896.63661750188
1795,133019.75359991207
1796,132367.66407490248
1797,114414.49983905871
1798,125306.19904119601
1799,114134.42609551965
1800,131157.42193744177
1801,133963.95271074213
1802,121808.38610954092
1803,149605.63174662253
1804,142369.8012463894
1805,132398.39327095824
1806,113180.49529406926
1807,136944.63972818112
1808,124001.99429172059
1809,124547.69716248747
1810,154319.83679696158
1811,91337.78181868287
1812,98056.83251789057
1813,118744.08955309245
1814,100065.35175891535
1815,55245.98808189496
1816,98937.24285220125
1817,132186.5667147116
1818,161045.79720397168
1819,109088.87863803715
1820,58911.407704937184
1821,107762.67741702619
1822,145978.673862752
1823,52078.3181947522
1824,130476.02258638
1825,128328.16192494673
1826,99118.6645458498
1827,106060.07500373323
1828,137154.04363222787
1829,133088.9275426512
1830,141186.43163255783
1831,159562.24152946877
1832,63787.9209194112
1833,152814.6294134564
1834,114311.41780644498
1835,143764.55827670035
1836,144146.05316599627
1837,94469.56516317284
1838,116128.90025460522
1839,94184.71946719993
1840,160557.19821798147
1841,149095.71813126988
1842,76455.18394478784
1843,140651.39343000093
1844,146911.36052726477
1845,132764.4383699995
1846,157911.66670977912
1847,157049.96499177034
1848,51910.40142379032
1849,105912.07545838166
1850,124150.53635938882
1851,157579.72989533047
